"Symbol","Name","LastSale","MarketCap","IPOyear","Sector","industry","Summary Quote",
"AGI","Alamos Gold Inc.","8.29","$3.24B","2015","Basic Industries","Precious Metals","https://old.nasdaq.com/symbol/agi",
"ALRM","Alarm.com Holdings, Inc.","59.4","$2.91B","2015","Technology","Computer Software: Prepackaged Software","https://old.nasdaq.com/symbol/alrm",
"ALK","Alaska Air Group, Inc.","39.58","$4.89B","n/a","Transportation","Air Freight/Delivery Services","https://old.nasdaq.com/symbol/alk",
"ALSK","Alaska Communications Systems Group, Inc.","1.98","$106.26M","1999","Public Utilities","Telecommunications Equipment","https://old.nasdaq.com/symbol/alsk",
"AIN","Albany International Corporation","54.6","$1.76B","n/a","Basic Industries","Textiles","https://old.nasdaq.com/symbol/ain",
"ALB","Albemarle Corporation","92.57","$9.85B","n/a","Basic Industries","Major Chemicals","https://old.nasdaq.com/symbol/alb",
"ALAC","Alberton Acquisition Corporation","11.345","$166.66M","2018","Finance","Business Services","https://old.nasdaq.com/symbol/alac",
"ALACR","Alberton Acquisition Corporation","0.3","n/a","2018","Finance","Business Services","https://old.nasdaq.com/symbol/alacr",
"ALACU","Alberton Acquisition Corporation","11","n/a","2018","Finance","Business Services","https://old.nasdaq.com/symbol/alacu",
"ALACW","Alberton Acquisition Corporation","0.169","n/a","2018","Finance","Business Services","https://old.nasdaq.com/symbol/alacw",
"ACI","Albertsons Companies, Inc.","14.38","$6.79B","2020","Consumer Services","Food Chains","https://old.nasdaq.com/symbol/aci",
"ALBO","Albireo Pharma, Inc.","34.31","$651.57M","n/a","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/albo",
"AA","Alcoa Corporation","12.63","$2.35B","2016","Basic Industries","Aluminum","https://old.nasdaq.com/symbol/aa",
"ALC","Alcon Inc.","61.43","$30.05B","2019","Health Care","Ophthalmic Goods","https://old.nasdaq.com/symbol/alc",
"ALDX","Aldeyra Therapeutics, Inc.","7.95","$307.13M","2014","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/aldx",
"ALEC","Alector, Inc.","9.69","$768.05M","2019","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://old.nasdaq.com/symbol/alec",
"ALRS","Alerus Financial Corporation","21.58","$369.49M","2019","Finance","Major Banks","https://old.nasdaq.com/symbol/alrs",
"ALEX","Alexander & Baldwin, Inc.","11.96","$865.28M","n/a","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/alex",
"ALX","Alexander&#39;s, Inc.","241.2","$1.23B","n/a","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/alx",
"ARE","Alexandria Real Estate Equities, Inc.","158.54","$19.99B","n/a","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/are",
"AXU","Alexco Resource Corp","2.62","$358.44M","n/a","Basic Industries","Precious Metals","https://old.nasdaq.com/symbol/axu",
"ALXN","Alexion Pharmaceuticals, Inc.","121.76","$26.69B","1996","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/alxn",
"AQN","Algonquin Power & Utilities Corp.","15.46","$9.16B","2016","Public Utilities","Electric Utilities: Central","https://old.nasdaq.com/symbol/aqn",
"AQNA","Algonquin Power & Utilities Corp.","26.79","n/a","2018","Public Utilities","Electric Utilities: Central","https://old.nasdaq.com/symbol/aqna",
"AQNB","Algonquin Power & Utilities Corp.","27.42","n/a","2019","Public Utilities","Electric Utilities: Central","https://old.nasdaq.com/symbol/aqnb",
"BABA","Alibaba Group Holding Limited","305.29","$826B","2014","Miscellaneous","Business Services","https://old.nasdaq.com/symbol/baba",
"ALCO","Alico, Inc.","30.01","$224.82M","n/a","Consumer Non-Durables","Farming/Seeds/Milling","https://old.nasdaq.com/symbol/alco",
"ALIT","Alight Inc.","n/a","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/alit",
"ALGN","Align Technology, Inc.","326.84","$25.75B","2001","Health Care","Industrial Specialties","https://old.nasdaq.com/symbol/algn",
"ALGS","Aligos Therapeutics, Inc.","14.76","$544.5M","2020","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://old.nasdaq.com/symbol/algs",
"ALIM","Alimera Sciences, Inc.","4.61","$23.2M","2010","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/alim",
"ALYA","Alithya Group inc.","2.85","$165.53M","n/a","Technology","Computer Software: Programming, Data Processing","https://old.nasdaq.com/symbol/alya",
"ALJJ","ALJ Regional Holdings, Inc.","0.9802","$41.34M","n/a","Miscellaneous","Business Services","https://old.nasdaq.com/symbol/aljj",
"ALKS","Alkermes plc","16.92","$2.69B","1991","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/alks",
"ALLK","Allakos Inc.","80.89","$3.96B","2018","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/allk",
"Y","Alleghany Corporation","542.31","$7.76B","n/a","Finance","Property-Casualty Insurers","https://old.nasdaq.com/symbol/y",
"ATI","Allegheny Technologies Incorporated","9.41","$1.19B","n/a","Basic Industries","Steel/Iron Ore","https://old.nasdaq.com/symbol/ati",
"ABTX","Allegiance Bancshares, Inc.","26.08","$532.86M","2015","Finance","Major Banks","https://old.nasdaq.com/symbol/abtx",
"ALGT","Allegiant Travel Company","132.56","$2.15B","2006","Transportation","Air Freight/Delivery Services","https://old.nasdaq.com/symbol/algt",
"ALLE","Allegion plc","103.93","$9.59B","2013","Consumer Services","Diversified Commercial Services","https://old.nasdaq.com/symbol/alle",
"ALNA","Allena Pharmaceuticals, Inc.","1.51","$57.56M","2017","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://old.nasdaq.com/symbol/alna",
"ALE","Allete, Inc.","53.26","$2.76B","n/a","Public Utilities","Power Generation","https://old.nasdaq.com/symbol/ale",
"ADS","Alliance Data Systems Corporation","54.23","$2.59B","2001","Miscellaneous","Business Services","https://old.nasdaq.com/symbol/ads",
"AFB","Alliance National Municipal Income Fund Inc","13.47","$387.19M","2002","n/a","n/a","https://old.nasdaq.com/symbol/afb",
"ARLP","Alliance Resource Partners, L.P.","2.63","$334.52M","1999","Energy","Coal Mining","https://old.nasdaq.com/symbol/arlp",
"AWF","Alliance World Dollar Government Fund II","10.51","$906.27M","1993","n/a","n/a","https://old.nasdaq.com/symbol/awf",
"AB","AllianceBernstein Holding L.P.","32.59","$3.14B","n/a","Finance","Investment Managers","https://old.nasdaq.com/symbol/ab",
"LNT","Alliant Energy Corporation","54.72","$13.66B","n/a","Public Utilities","Power Generation","https://old.nasdaq.com/symbol/lnt",
"AIO","AllianzGI Artificial Intelligence & Tech Opp Fd","22.78","$781.88M","2019","n/a","n/a","https://old.nasdaq.com/symbol/aio",
"CBH","AllianzGI Convertible & Income 2024 Target Term Fund","9","$164.33M","2017","n/a","n/a","https://old.nasdaq.com/symbol/cbh",
"NCV","AllianzGI Convertible & Income Fund","4.7","$424.76M","2003","n/a","n/a","https://old.nasdaq.com/symbol/ncv",
"NCV^A","AllianzGI Convertible & Income Fund","26.3604","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/ncv^a",
"NCZ","AllianzGI Convertible & Income Fund II","4.19","$318.92M","2003","n/a","n/a","https://old.nasdaq.com/symbol/ncz",
"NCZ^A","AllianzGI Convertible & Income Fund II","26.16","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/ncz^a",
"ACV","AllianzGI Diversified Income & Convertible Fund","26.8","$277.49M","2015","n/a","n/a","https://old.nasdaq.com/symbol/acv",
"NFJ","AllianzGI Dividend, Interest & Premium Strategy Fu","12.12","$1.15B","2005","Finance","Finance: Consumer Services","https://old.nasdaq.com/symbol/nfj",
"NIE","AllianzGI Equity & Convertible Income Fund","25.27","$700.21M","2007","n/a","n/a","https://old.nasdaq.com/symbol/nie",
"AESE","Allied Esports Entertainment, Inc.","1.18","$37.72M","2017","Consumer Services","Services-Misc. Amusement & Recreation","https://old.nasdaq.com/symbol/aese",
"AHPI","Allied Healthcare Products, Inc.","5.32","$21.35M","1992","Health Care","Industrial Specialties","https://old.nasdaq.com/symbol/ahpi",
"AMOT","Allied Motion Technologies, Inc.","42.91","$418.13M","n/a","Capital Goods","Electrical Products","https://old.nasdaq.com/symbol/amot",
"ALSN","Allison Transmission Holdings, Inc.","41.06","$4.65B","2012","Capital Goods","Auto Parts:O.E.M.","https://old.nasdaq.com/symbol/alsn",
"ALLO","Allogene Therapeutics, Inc.","36.34","$5.06B","2018","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://old.nasdaq.com/symbol/allo",
"ALLT","Allot Ltd.","10.1","$355.65M","2006","Technology","Computer Communications Equipment","https://old.nasdaq.com/symbol/allt",
"ALVR","AlloVir, Inc.","27.04","$1.69B","2020","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://old.nasdaq.com/symbol/alvr",
"MDRX","Allscripts Healthcare Solutions, Inc.","10.52","$1.71B","n/a","Technology","EDP Services","https://old.nasdaq.com/symbol/mdrx",
"ALL","Allstate Corporation (The)","91.42","$28.55B","n/a","Finance","Property-Casualty Insurers","https://old.nasdaq.com/symbol/all",
"ALL^B","Allstate Corporation (The)","26.42","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/all^b",
"ALL^G","Allstate Corporation (The)","28.2","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/all^g",
"ALL^H","Allstate Corporation (The)","27.25","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/all^h",
"ALL^I","Allstate Corporation (The)","27.22","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/all^i",
"ALLY","Ally Financial Inc.","28.45","$10.64B","2014","Finance","Major Banks","https://old.nasdaq.com/symbol/ally",
"ALLY^A","Ally Financial Inc.","25.38","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/ally^a",
"AAU","Almaden Minerals, Ltd.","0.872","$104.95M","2015","Basic Industries","Precious Metals","https://old.nasdaq.com/symbol/aau",
"ALNY","Alnylam Pharmaceuticals, Inc.","140.64","$16.31B","2004","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/alny",
"AOSL","Alpha and Omega Semiconductor Limited","16.81","$426.67M","2010","Technology","Semiconductors","https://old.nasdaq.com/symbol/aosl",
"AHACU","Alpha Healthcare Acquisition Corp.","9.97","n/a","2020","Finance","Business Services","https://old.nasdaq.com/symbol/ahacu",
"APT","Alpha Pro Tech, Ltd.","15.52","$210.88M","n/a","Health Care","Industrial Specialties","https://old.nasdaq.com/symbol/apt",
"GOOG","Alphabet Inc.","1534.61","$1043.79B","2004","Technology","Computer Software: Programming, Data Processing","https://old.nasdaq.com/symbol/goog",
"GOOGL","Alphabet Inc.","1529.95","$1040.62B","n/a","Technology","Computer Software: Programming, Data Processing","https://old.nasdaq.com/symbol/googl",
"SMCP","AlphaMark Actively Managed Small Cap ETF","22.23","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/smcp",
"ATEC","Alphatec Holdings, Inc.","9.88","$750.72M","2006","Health Care","Medical/Dental Instruments","https://old.nasdaq.com/symbol/atec",
"ALPN","Alpine Immune Sciences, Inc.","8.51","$202.41M","2015","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/alpn",
"PINE","Alpine Income Property Trust, Inc.","14","$104.37M","2019","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/pine",
"ALTG","Alta Equipment Group Inc.","8.21","$242.29M","2019","Capital Goods","Industrial Machinery/Components","https://old.nasdaq.com/symbol/altg",
"ALTG.WS","Alta Equipment Group Inc.","n/a","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/altg.ws",
"ALTA","Altabancorp","21.9","$411.59M","2015","Finance","Major Banks","https://old.nasdaq.com/symbol/alta",
"ALTR","Altair Engineering Inc.","46.25","$3.38B","2017","Technology","Computer Software: Prepackaged Software","https://old.nasdaq.com/symbol/altr",
"ALIN^A","Altera Infrastructure L.P.","17.2","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/alin^a",
"ALIN^B","Altera Infrastructure L.P.","18.74","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/alin^b",
"ALIN^E","Altera Infrastructure L.P.","18.66","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/alin^e",
"ATHE","Alterity Therapeutics Limited","1.98","$35.81M","n/a","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/athe",
"AYX","Alteryx, Inc.","140.38","$9.29B","2017","Technology","Computer Software: Prepackaged Software","https://old.nasdaq.com/symbol/ayx",
"ATUS","Altice USA, Inc.","28.2","$16.3B","2017","Consumer Services","Television Services","https://old.nasdaq.com/symbol/atus",
"AGCUU","Altimeter Growth Corp.","11.875","n/a","2020","Finance","Business Services","https://old.nasdaq.com/symbol/agcuu",
"ALT","Altimmune, Inc.","12.19","$401.2M","n/a","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/alt",
"AAMC","Altisource Asset Management Corp","23.87","$38.96M","n/a","Finance","Real Estate","https://old.nasdaq.com/symbol/aamc",
"ASPS","Altisource Portfolio Solutions S.A.","13.24","$206.96M","n/a","Consumer Services","Other Consumer Services","https://old.nasdaq.com/symbol/asps",
"AIMC","Altra Industrial Motion Corp.","39.54","$2.56B","2006","Capital Goods","Industrial Machinery/Components","https://old.nasdaq.com/symbol/aimc",
"MO","Altria Group","39.18","$72.81B","n/a","Consumer Non-Durables","Farming/Seeds/Milling","https://old.nasdaq.com/symbol/mo",
"ALTM","Altus Midstream Company","9.55","$155.15M","2017","Public Utilities","Natural Gas Distribution","https://old.nasdaq.com/symbol/altm",
"ACH","Aluminum Corporation of China Limited","5.5","$3.74B","2001","Basic Industries","Aluminum","https://old.nasdaq.com/symbol/ach",
"ALUS","Alussa Energy Acquisition Corp.","9.96","$357.94M","2020","Finance","Business Services","https://old.nasdaq.com/symbol/alus",
"ALUS.U","Alussa Energy Acquisition Corp.","n/a","n/a","2019","n/a","n/a","https://old.nasdaq.com/symbol/alus.u",
"ALUS.WS","Alussa Energy Acquisition Corp.","n/a","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/alus.ws",
"ALXO","ALX Oncology Holdings Inc.","41.57","$1.54B","2020","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/alxo",
"AMAG","AMAG Pharmaceuticals, Inc.","13.64","$470.62M","n/a","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/amag",
"AMAL","Amalgamated Bank","11.79","$366.07M","2018","Consumer Non-Durables","Textiles","https://old.nasdaq.com/symbol/amal",
"AMRN","Amarin Corporation plc","5.03","$1.96B","n/a","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/amrn",
"AMRK","A-Mark Precious Metals, Inc.","36.2","$254.67M","n/a","Basic Industries","Other Specialty Stores","https://old.nasdaq.com/symbol/amrk",
"AMZN","Amazon.com, Inc.","3207.21","$1606.46B","1997","Consumer Services","Catalog/Specialty Distribution","https://old.nasdaq.com/symbol/amzn",
"AMBC","Ambac Financial Group, Inc.","13.12","$601.02M","n/a","Finance","Property-Casualty Insurers","https://old.nasdaq.com/symbol/ambc",
"AMBC","Ambac Financial Group, Inc.","13.12","$601.02M","n/a","Finance","Property-Casualty Insurers","https://old.nasdaq.com/symbol/ambc",
"AMBC.WS","Ambac Financial Group, Inc.","n/a","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/ambc.ws",
"AMBA","Ambarella, Inc.","57.3","$1.98B","2012","Technology","Semiconductors","https://old.nasdaq.com/symbol/amba",
"ABEV","Ambev S.A.","2.37","$37.29B","2013","Consumer Non-Durables","Beverages (Production/Distribution)","https://old.nasdaq.com/symbol/abev",
"AMBO","Ambow Education Holding Ltd.","3.46","$80.63M","n/a","Consumer Services","Other Consumer Services","https://old.nasdaq.com/symbol/ambo",
"AMC","AMC Entertainment Holdings, Inc.","3.54","$386.99M","2013","Consumer Services","Movies/Entertainment","https://old.nasdaq.com/symbol/amc",
"AMCX","AMC Networks Inc.","23","$1.2B","n/a","Consumer Services","Television Services","https://old.nasdaq.com/symbol/amcx",
"AMCI","AMCI Acquisition Corp.","10.3","$210.51M","2018","Finance","Business Services","https://old.nasdaq.com/symbol/amci",
"AMCIU","AMCI Acquisition Corp.","11.99","n/a","2018","Finance","Business Services","https://old.nasdaq.com/symbol/amciu",
"AMCIW","AMCI Acquisition Corp.","0.7501","n/a","2018","Finance","Business Services","https://old.nasdaq.com/symbol/amciw",
"DIT","AMCON Distributing Company","63","$35.59M","n/a","Consumer Non-Durables","Food Distributors","https://old.nasdaq.com/symbol/dit",
"AMCR","Amcor plc","11.28","$17.69B","2019","Consumer Durables","Miscellaneous manufacturing industries","https://old.nasdaq.com/symbol/amcr",
"DOX","Amdocs Limited","57.42","$7.64B","n/a","Technology","EDP Services","https://old.nasdaq.com/symbol/dox",
"AMED","Amedisys Inc","246.02","$7.99B","n/a","Health Care","Medical/Nursing Services","https://old.nasdaq.com/symbol/amed",
"AMTB","Amerant Bancorp Inc.","10.35","$436.35M","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/amtb",
"AMTBB","Amerant Bancorp Inc.","8.15","$343.6M","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/amtbb",
"UHAL","Amerco","354.85","$6.96B","n/a","Consumer Services","Rental/Leasing Companies","https://old.nasdaq.com/symbol/uhal",
"AEE","Ameren Corporation","81.64","$20.17B","n/a","Public Utilities","Power Generation","https://old.nasdaq.com/symbol/aee",
"AMRC","Ameresco, Inc.","41.14","$1.96B","2010","Basic Industries","Engineering & Construction","https://old.nasdaq.com/symbol/amrc",
"AMRH","Ameri Holdings, Inc.","1.48","$8.49M","n/a","Technology","Semiconductors","https://old.nasdaq.com/symbol/amrh",
"AMRHW","Ameri Holdings, Inc.","0.0599","n/a","n/a","Technology","Semiconductors","https://old.nasdaq.com/symbol/amrhw",
"ATAX","America First Multifamily Investors, L.P.","3.92","$237.34M","n/a","Finance","Finance: Consumer Services","https://old.nasdaq.com/symbol/atax",
